FID,UID,POI_ID,NAME,UNIT_SUITE,ADDRESS,DELIV_MODE,CITY,MUNICIPAL,PROV,POST_CODE,LOCATION,PHONE,FAX,TOLL_FREE,WEBSITE,CAF,EPOI_TYPE,SIC_1,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,NAICS_1,NAICS_2,NAICS_3,NAICS_4,NAICS_5,SIC_MJ_GRP,SIC_DIV,LONGITUDE,LATITUDE,PREC_CODE,ATTRIBCODE,STATUS,COMM_NAME,GRP_IND,ELEVATION,ACCURACY,ACQ_TECH,x,y
1549,FB4107FD-3103-4D5C-8CBC-865427DF38FC,POI1978654,YELLOWKNIFE DIRECT CHARGE CO-OP, ,321 OLD AIRPORT RD, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3T3, ,867-873-5770,867-873-3006, ,http://www.ykcoop.com,ADD984692, ,55510000,54110000,55410000,00000000,00000000,00000000,441222,44511,44719,00000,00000,55,G,-114.4045579,62.4516406,1,2, , , ,188.67,25,5,-114.404557899627,62.4516406002336
1550,8E7E6C83-C5CD-4442-A85D-63CBAC43E62F,POI1978666,FURNITURE LAND, ,354 OLD AIRPORT RD, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3T4, ,867-873-2818,867-873-2852, , ,ADD947454, ,36310000,57120000,57220000,00000000,00000000,00000000,335221,44211,443111,00000,00000,36,D,-114.412147,62.459143,2,2, , , ,201.707,25,6,-114.412146999584,62.4591430001494
1551,3BC99D4A-3F39-4528-AED6-B75AB8A8C509,POI1978671,NORTHERN FRONTIER REGIONAL VISITORS CENTRE, ,4807 49 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3T5, ,867-873-4262,867-873-3654, ,http://www.northernfrontier.com,ADD800157, ,41190000,79990000,65120000,00000000,00000000,00000000,48711,71399,53112,00000,00000,41,E,-114.3749558,62.4567358,2,2, , , ,186.865,25,6,-114.37495579987,62.4567358001171
1552,2D36BE29-ACB8-4DFD-85BD-6B3ED109106C,POI1978673,NAPEG, ,4807 49 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3T5, ,867-920-4055,867-873-4058, , ,ADD800157, ,86410000,87110000,87130000,00000000,00000000,00000000,54133,81341,00000,00000,00000,86,I,-114.3749558,62.4567358,2,2, , , ,186.865,25,6,-114.37495579987,62.4567358001171
1553,F005C5A7-4283-416C-8F98-672578D2CD3F,POI1978688,GEORGE JOHNSTON MUSEUM, ,GENERAL DELIVERY, ,TESLIN,TESLIN,YT,Y0A1B0, ,867-390-2550,867-390-2828, , , , ,84120000,00000000,00000000,00000000,00000000,00000000,71211,00000,00000,00000,00000,84,I,-132.710132,60.168088,8,2, , , ,682.012,-1,12,-132.710131999592,60.1680879999613
1554,646FF459-18E0-47D6-8800-6A4380459FD2,POI1978691,NISULTIN TRADING POST, ,PO BOX 85, ,TESLIN,TESLIN,YT,Y0A1B0, ,867-390-2521,867-390-2103, , , , ,55410000,54110000,00000000,00000000,00000000,00000000,44719,44511,00000,00000,00000,55,G,-132.710132,60.168088,8,2, , , ,682.012,-1,12,-132.710131999592,60.1680879999613
1555,EAA30E23-EED7-44CB-9F0E-E782909D96D1,POI1978696,SCHOOLS - TESLIN SCHOOL, ,PO BOX 16, ,TESLIN,TESLIN,YT,Y0A1B0, ,867-390-2570,867-390-2414, , , , ,91210000,82210000,82110000,82440000,00000000,00000000,92112,61131,61111,61141,00000,91,J,-132.710132,60.168088,8,2, , , ,682.012,-1,12,-132.710131999592,60.1680879999613
1556,20DA938E-7EB2-45DF-844E-AE7CAE0D4397,POI1978721,BLUESTONE HOLDINGS LTD, ,PO BOX 507, ,WATSON LAKE,WATSON LAKE,YT,Y0A1C0, ,867-536-2304,867-536-2304, , , , ,32720000,15210000,14420000,17990000,00000000,00000000,327999,23321,212321,23599,551112,32,D,-128.710913,60.062806,8,2, , , ,701,-1,12,-128.710913000435,60.0628060002967
1557,B5E107A6-6FDE-42CF-A3D4-E6133B84137C,POI1978743,HANDY ANDY JANITOR SERVICE, ,PO BOX 171, ,WATSON LAKE,WATSON LAKE,YT,Y0A1C0, ,867-536-2288, , , , , ,73490000,00000000,00000000,00000000,00000000,00000000,56172,00000,00000,00000,00000,73,I,-128.710913,60.062806,8,2, , , ,701,-1,12,-128.710913000435,60.0628060002967
1558,6FBEE3F5-9402-4E73-8141-FD2821A982A0,POI1978748,SCHOOLS - JOHNSON ELEMENTARY SCHOOL, ,PO BOX 367, ,WATSON LAKE,WATSON LAKE,YT,Y0A1C0, ,867-536-7333, , , , , ,91210000,82210000,82110000,82440000,00000000,00000000,92112,61131,61111,61141,00000,91,J,-128.710913,60.062806,8,2, , , ,701,-1,12,-128.710913000435,60.0628060002967
1559,740C7E9E-0BF9-488A-BDA6-30C637A283A0,POI1978768,RAKETTI CONSTRUCTION LTD, ,PO BOX 155, ,WATSON LAKE,WATSON LAKE,YT,Y0A1C0, ,867-536-7337,867-536-7338, , , , ,15210000,32720000,00000000,00000000,00000000,00000000,23321,327999,00000,00000,00000,15,C,-128.710913,60.062806,8,2, , , ,701,-1,12,-128.710913000435,60.0628060002967
1560,AA8F84E3-0C0E-4E89-BEBB-DF36E8190EE5,POI1978770,SA DENA HES MINE, ,GENERAL DELIVERY, ,WATSON LAKE,WATSON LAKE,YT,Y0A1C0, ,867-536-7414,867-536-7428, , , , ,10990000,00000000,00000000,00000000,00000000,00000000,212299,00000,00000,00000,00000,10,B,-128.710913,60.062806,8,2, , , ,701,-1,12,-128.710913000435,60.0628060002967
1561,E11EC6AE-4B69-46DD-B282-E244425E6200,POI1978777,TWILITE SERVICES LTD, ,PO BOX 250, ,WATSON LAKE,WATSON LAKE,YT,Y0A1C0, ,867-536-2265,250-536-2523, , , , ,47310000,75140000,00000000,00000000,00000000,00000000,48851,532111,00000,00000,00000,47,E,-128.710913,60.062806,8,2, , , ,701,-1,12,-128.710913000435,60.0628060002967
1562,B4B5E071-8338-4EDE-9B64-F12FAD9AA78C,POI1978782,WATSON LAKE COMMUNITY GOSPEL CHAPEL, ,PO BOX 187, ,WATSON LAKE,WATSON LAKE,YT,Y0A1C0, ,867-536-2249, , , , , ,86610000,00000000,00000000,00000000,00000000,00000000,81311,00000,00000,00000,00000,86,I,-128.710913,60.062806,8,2, , , ,701,-1,12,-128.710913000435,60.0628060002967
1563,16DC33C7-7E5B-4397-8075-59DB3CF75FCC,POI1978794,WATSON LAKE MOTORS LTD, ,PO BOX 870, ,WATSON LAKE,WATSON LAKE,YT,Y0A1C0, ,867-536-7466,867-536-7467, , , , ,75380000,55410000,50130000,00000000,00000000,00000000,811111,44719,42112,00000,00000,75,I,-128.710913,60.062806,8,2, , , ,701,-1,12,-128.710913000435,60.0628060002967
1564,84114852-E4C4-494E-881E-A045936D6B8B,POI1978836,SCHOOLS - WATSON LAKE SECONDARY, ,PO BOX 308, ,WATSON LAKE,WATSON LAKE,YT,Y0A1C0, ,867-536-2501, , , , , ,91210000,82210000,82110000,82440000,00000000,00000000,92112,61131,61111,61141,00000,91,J,-128.710913,60.062806,8,2, , , ,701,-1,12,-128.710913000435,60.0628060002967
1565,1EC49D97-A4DC-47B3-B0D2-5945CB7C2336,POI1978859,CAMPGROUND SERVICES LTD, ,PO BOX 826, ,WATSON LAKE,WATSON LAKE,YT,Y0A1C0, ,867-536-7448,867-536-7971, , , , ,70330000,55410000,54110000,00000000,00000000,00000000,721211,44719,44511,00000,00000,70,I,-128.710913,60.062806,8,2, , , ,701,-1,12,-128.710913000435,60.0628060002967
1566,643CDBD4-77FF-4474-895D-6AE0A9ABE2CE,POI1978861,PETRO CANADA CONVENIENCE STORE, ,BAG 5200, ,WATSON LAKE,WATSON LAKE,YT,Y0A1C0, ,867-536-2555,867-536-7146, ,http://www.petro-canada.ca, , ,75420000,78410000,55410000,13210000,54110000,00000000,811192,53223,44719,211112,44512,75,I,-128.710913,60.062806,8,2, , , ,701,-1,12,-128.710913000435,60.0628060002967
1567,137C1F5F-BAE9-472E-8E5D-4DEEDA94D1C0,POI1978912,CARCROSS TAGISH FIRST NATION, ,PO BOX 130, ,CARCROSS,CARCROSS,YT,Y0B1B0, ,867-821-4251,867-821-4802, , , , ,86410000,00000000,00000000,00000000,00000000,00000000,92115,81341,00000,00000,00000,86,I,-134.700973,60.166754,8,2, , , ,658.029,-1,12,-134.700973000404,60.1667539995975
1568,E9F7C9C2-8DDC-4F0E-B700-1A8EA1EE4B84,POI1978924,CARCROSS BARRACKS INC, ,PO BOX 117, ,CARCROSS,CARCROSS,YT,Y0B1B0, ,867-821-4372, , , , , ,59470000,00000000,00000000,00000000,00000000,00000000,45322,00000,00000,00000,00000,59,G,-134.700973,60.166754,8,2, , , ,658.029,-1,12,-134.700973000404,60.1667539995975
1569,1FA7F6E0-BEF8-4724-9190-44C11069BAEF,POI1978941,CARMACKS SEWAGE PLANT, ,PO BOX 113, ,CARMACKS,CARMACKS,YT,Y0B1C0, ,867-863-5503, , , , , ,91210000,49520000,91110000,00000000,00000000,00000000,92112,22132,92111,00000,00000,91,J,-136.28729,62.088468,8,2, , , ,539.887,-1,12,-136.287290000233,62.0884679997984
1570,EDE43AA8-AC1B-41A6-8E49-EF21FADBE075,POI1978974,ARCTIC INLAND RESOURCES LTD, ,PO BOX 190, ,DAWSON,DAWSON,YT,Y0B1G0, ,867-993-5240,867-668-5992,877-984-9663, , , ,50630000,24210000,50310000,52110000,00000000,00000000,44419,321113,42131,44411,00000,50,F,-139.430255,64.060259,8,2, , , ,324.52,-1,12,-139.430254999569,64.060258999853
1571,1533532D-7FE3-4D8D-BCCB-4C7BFA1CD188,POI1978990,DAWSON CITY GENERAL STORE, ,GENERAL DELIVERY, ,DAWSON,DAWSON,YT,Y0B1G0, ,867-993-5475,867-993-5813, , , , ,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-139.430255,64.060259,8,2, , , ,324.52,-1,12,-139.430254999569,64.060258999853
1572,BD59FFA2-B545-43AD-AB59-64A578144E43,POI1979004,ELDORADO HOTEL, ,PO BOX 338, ,DAWSON,DAWSON,YT,Y0B1G0, ,867-993-5451,867-993-5256,800-764-3536,http://www.eldoradohotel.ca, , ,70110000,00000000,00000000,00000000,00000000,00000000,72111,00000,00000,00000,00000,70,I,-139.430255,64.060259,8,2, , , ,324.52,-1,12,-139.430254999569,64.060258999853
1573,3C0433FD-42C1-4856-B0C2-2A4681051D48,POI1979008,GAMMIE TRUCKING LTD, ,PO BOX 421, ,DAWSON,DAWSON,YT,Y0B1G0, ,867-993-5392, , , , , ,14420000,42120000,15210000,17990000,00000000,00000000,212321,48411,23321,23599,00000,14,B,-139.430255,64.060259,8,2, , , ,324.52,-1,12,-139.430254999569,64.060258999853
1574,E046618B-6032-41C4-9BF1-070B06F66F25,POI1979009,GILLESPIE EQUIPMENT RENTALS LTD, ,PO BOX 138, ,DAWSON,DAWSON,YT,Y0B1G0, ,867-993-5212,867-993-6605, , , , ,15210000,17990000,00000000,00000000,00000000,00000000,23321,23599,00000,00000,00000,15,C,-139.430255,64.060259,8,2, , , ,324.52,-1,12,-139.430254999569,64.060258999853
1575,92603B8D-56C3-43B4-B340-39AB27326951,POI1979020,KLONDIKE OUTREACH, ,PO BOX 418, ,DAWSON,DAWSON,YT,Y0B1G0, ,867-993-5176,867-993-6947, , , , ,73610000,00000000,00000000,00000000,00000000,00000000,56131,00000,00000,00000,00000,73,I,-139.430255,64.060259,8,2, , , ,324.52,-1,12,-139.430254999569,64.060258999853
1576,E902E950-EE98-443A-BC65-437576A2942D,POI1979022,KLONDIKE SUN NEWSPAPER, ,1085 FRONT ST, ,DAWSON,DAWSON,YT,Y0B1G0, ,867-993-6318, , ,http://cityofdawson.com/category/klondike_sun, , ,51920000,27210000,73130000,27310000,00000000,00000000,42292,51112,54184,51113,00000,51,F,-139.4338133,64.0638307,2,2, , , ,319.004,25,6,-139.433813300344,64.0638306996271
1577,6CA7D601-4D0C-4E16-A7A1-58B357110603,POI1979028,MACKENZIE PETROLEUMS LTD, ,PO BOX 647, ,DAWSON,DAWSON,YT,Y0B1G0, ,867-993-5130,867-668-4481,866-441-6225, , , ,35990000,29110000,55410000,76920000,51720000,00000000,33271,32411,44719,81131,42272,35,D,-139.430255,64.060259,8,2, , , ,324.52,-1,12,-139.430254999569,64.060258999853
1578,5D319CC1-23E2-4B5F-9477-09F02FD6CA5C,POI1979046,WESTMINSTER HOTEL, ,975 3 AVE, ,DAWSON,DAWSON,YT,Y0B0A3, ,867-993-5463,867-993-6029, , , , ,70110000,58130000,00000000,00000000,00000000,00000000,72111,72241,00000,00000,00000,70,I,-139.4329785,64.061528,5,2, , , ,319.005,50,6,-139.432978518144,64.0615279639445
1579,0FEB46B6-27DF-46F1-B48C-9DE95A60EB41,POI1979064,DAWSON CITY BED & BREAKFAST, ,451 CRAIG ST, ,DAWSON,DAWSON,YT,Y0B0A3, ,867-993-5649,867-993-5648,800-697-6539,http://www.dawsonbb.com, , ,70110000,00000000,00000000,00000000,00000000,00000000,721191,00000,00000,00000,00000,70,I,-139.4382148,64.0539023,2,2, , , ,319.001,25,6,-139.438214800073,64.053902300251
1580,F9B37C13-91F3-493F-AA71-F01E881AC26F,POI1979098,TRIPLE J HOTEL, ,5TH AVE & QUEEN, ,DAWSON,DAWSON,YT,Y0B1G0, ,867-993-5323,867-993-5030,800-764-3555,http://www.triplejhotel.com, , ,58120000,70110000,00000000,00000000,00000000,00000000,72232,72211,72111,00000,00000,58,G,-139.430255,64.060259,8,2, , , ,324.52,-1,12,-139.430254999569,64.060258999853
1581,E530DE90-9193-49AE-B7F7-FC51CCC9118E,POI1979114,BONANZA MARKET, ,PO BOX 774, ,DAWSON,DAWSON,YT,Y0B1G0, ,867-993-6567,867-993-5973, , , , ,54210000,54110000,00000000,00000000,00000000,00000000,44521,44511,00000,00000,00000,54,G,-139.430255,64.060259,8,2, , , ,324.52,-1,12,-139.430254999569,64.060258999853
1582,EAEB0965-CBC2-4833-BD5C-B83FA984B911,POI1979167,DRUG & ALCOHOL SERVICES, ,PO BOX 148, ,FARO,FARO,YT,Y0B1K0, ,867-994-2789,867-994-2730, , , , ,83990000,80930000,00000000,00000000,00000000,00000000,813319,62142,00000,00000,00000,83,I,-133.356161,62.231558,8,2, , , ,708.612,-1,12,-133.35616100043,62.2315580001017
1583,493AC3E4-8FEA-4921-8FDD-84E10C989CCB,POI1979199,SCHOOLS - DEL VAN GORDER SCHOOL, ,PO BOX 160, ,FARO,FARO,YT,Y0B1K0, ,867-994-2760,867-994-2236, , , , ,91210000,82210000,82110000,82440000,00000000,00000000,92112,61131,61111,61141,00000,91,J,-133.356161,62.231558,8,2, , , ,708.612,-1,12,-133.35616100043,62.2315580001017
1584,BE0A4C01-431A-41AF-9F5E-6C28CEF01A04,POI1979235,HAINES JUNCTION SELF-SERVE, ,GENERAL DELIVERY, ,HAINES JUNCTION,HAINES JUNCTION,YT,Y0B1L0, ,867-634-2246, , , , , ,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-137.511462,60.754932,8,2, , , ,611.004,-1,12,-137.511462000071,60.7549320000118
1585,FAA3917A-1A70-47C2-8707-2839E30FF5E4,POI1979249,VILLAGE BAKERY, ,PO BOX 5357, ,HAINES JUNCTION,HAINES JUNCTION,YT,Y0B1L0, ,867-634-2867, , , , , ,54610000,00000000,00000000,00000000,00000000,00000000,311811,311813,311812,00000,00000,54,G,-137.511462,60.754932,8,2, , , ,611.004,-1,12,-137.511462000071,60.7549320000118
1586,B4DC34C7-80A7-43D1-BA37-448F8C52B14C,POI1979273,MADLEY'S GENERAL STORE LTD, ,PO BOX 5371, ,HAINES JUNCTION,HAINES JUNCTION,YT,Y0B1L0, ,867-634-2200, , , , , ,54210000,54110000,51410000,52510000,00000000,00000000,44522,44511,42241,44413,00000,54,G,-137.511462,60.754932,8,2, , , ,611.004,-1,12,-137.511462000071,60.7549320000118
1587,E7F623F3-9693-42F7-B2DC-659782730B56,POI1979291,BEDROCK MOTEL & RV PARK, ,PO BOX 69, ,MAYO,MAYO,YT,Y0B1M0, ,867-996-2290,867-996-2728, ,http://www.bedrockmotel.yk.ca, , ,72150000,13210000,70110000,70330000,00000000,00000000,81231,211112,72111,721211,53119,72,I,-135.896492,63.594262,8,2, , , ,518.002,-1,12,-135.896492000006,63.5942619995917
1588,71734B9E-3B15-4806-81DA-9566692503B0,POI1979296,EWING TRANSPORT LTD, ,PO BOX 61, ,MAYO,MAYO,YT,Y0B1M0, ,867-996-2237,867-996-2237, , , , ,14420000,15210000,35310000,17990000,00000000,00000000,212321,23321,33312,23599,00000,14,B,-135.896492,63.594262,8,2, , , ,518.002,-1,12,-135.896492000006,63.5942619995917
1589,D3CB2136-68AF-40A6-81D5-FA3B788CA30A,POI1979317,HEARTLAND SERVICES, ,PO BOX 308, ,MAYO,MAYO,YT,Y0B1M0, ,867-996-2329,867-996-2503, , , , ,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-135.896492,63.594262,8,2, , , ,518.002,-1,12,-135.896492000006,63.5942619995917
1590,09227BFE-5513-4EB4-9A20-8DE4B784A472,POI1979392,CANOL MOBILE WELDING, ,GENERAL DELIVERY, ,ROSS RIVER,ROSS RIVER,YT,Y0B1S0, ,867-969-2827, , , , , ,76920000,00000000,00000000,00000000,00000000,00000000,81131,00000,00000,00000,00000,76,I,-132.448931,61.980449,8,2, , , ,654.094,-1,12,-132.448930999766,61.9804489998215
1591,72CED4AB-2E41-4916-987F-4B4528EA7C54,POI1979405,HORWOOD'S MALL STORAGE, ,1114 1 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1A3, ,867-668-4868, , , ,ADD963469, ,42250000,50460000,00000000,00000000,00000000,00000000,49311,42144,00000,00000,00000,42,E,-135.051154,60.720302,1,2, , , ,640.014,25,6,-135.051153999957,60.7203020002372
1592,29CD17AE-633B-4296-BA1C-586EA677E298,POI1979411,SEARCH NORTH LTD, ,1114 1 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1A3, ,867-668-4425,867-667-4814, , ,ADD963469, ,89990000,00000000,00000000,00000000,00000000,00000000,514199,00000,00000,00000,00000,89,I,-135.051154,60.720302,1,2, , , ,640.014,25,6,-135.051153999957,60.7203020002372
1593,6861A3CF-BF71-44AE-BBAC-0887BC438DE1,POI1979412,SPARKS SECRETARIAL SERVICES, ,1114 1 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1A3, ,867-667-7510,867-667-2042, , ,ADD963469, ,73380000,00000000,00000000,00000000,00000000,00000000,56141,00000,00000,00000,00000,73,I,-135.051154,60.720302,1,2, , , ,640.014,25,6,-135.051153999957,60.7203020002372
1594,00DCCE98-2243-43AF-B320-4F098B1A2651,POI1979415,"FRAME SHOP, THE", ,2068 2 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1A9, ,867-668-3726, , , ,ADD757844, ,57190000,59990000,00000000,00000000,00000000,00000000,442299,45392,00000,00000,00000,57,G,-135.050105,60.716476,2,2, , , ,640.001,25,6,-135.050105000146,60.7164760000674
1595,2F06F458-B13F-40D5-91A2-8657302C4DDA,POI1979416,VISION EXPRESS OPTICAL LTD, ,1116 1 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1A3, ,867-668-4262,867-668-4261, , ,ADD973299, ,50480000,59950000,38510000,80420000,00000000,00000000,42146,62132,339115,00000,00000,50,F,-135.051246,60.720415,1,2, , , ,640.003,25,6,-135.051245999703,60.7204150000522
1596,4F287269-1019-49B1-AA5A-9521D5C34906,POI1979418,YUKON REGISTERED NURSES ASSOCIATION, ,4133 4 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1H8, ,867-667-4062, , , ,ADD981129, ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-135.05734,60.721016,2,2, , , ,640.005,25,6,-135.057340000141,60.7210159998886
1597,36D7E3EB-2EFC-404A-B230-62900B140DC6,POI1979419,KOBAYASHI & ZEDDA ARCHITECTS LTD, ,1114 1 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1A3, ,867-633-6874,867-633-4602, ,http://www.kza.yk.ca,ADD963469, ,73890000,87120000,00000000,00000000,00000000,00000000,54134,54131,00000,00000,00000,73,I,-135.051154,60.720302,1,2, , , ,640.014,25,6,-135.051153999957,60.7203020002372
1598,C64B03D3-22B7-44A5-BCB0-E41017996427,POI1979421,LEAF MARKETING AND COORDINATION SOLUTIONS LTD,UNIT 5,1114 1 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1A3, ,867-633-5269,867-668-6489, ,http://www.leafsolutions.ca,ADD963469, ,82110000,73190000,73890000,73110000,65120000,00000000,61111,54189,541199,54181,53112,82,I,-135.051154,60.720302,1,2, , , ,640.014,25,6,-135.051153999957,60.7203020002372
1599,E3958A9A-0577-4BEE-AA9D-84085BB068EE,POI1979425,CHALLENGE COMMUNITY VOCATIONAL ALTERNATIVES, ,1148 1 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1A6, ,867-668-4421,867-667-4337, , ,ADD765030, ,86410000,73610000,00000000,00000000,00000000,00000000,81341,56131,00000,00000,00000,86,I,-135.053038,60.722946,1,2, , , ,640.02,25,6,-135.053037999604,60.722945999858
1600,A7BD4903-9884-45CB-B976-EA2729EE0F7E,POI1979433,YUKON TEACHERS' ASSOCIATION, ,2064 2 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1A9, ,867-668-6777, , , , , ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-135.049975,60.716311,1,2, , , ,640.018,25,6,-135.049975000446,60.716310999653
1601,34CBEBB9-2C42-4D25-8018-182878FD587B,POI1979444,WING OPTICAL LABORATORIES, ,2093 2 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1B5, ,867-667-4001, , , ,ADD761860, ,80710000,00000000,00000000,00000000,00000000,00000000,621511,62132,00000,00000,00000,80,I,-135.0511801,60.7185419,5,2, , , ,640.003,100,12,-135.051180100082,60.7185419001886
1602,2490026C-851B-4F29-846D-01E4D0E7C7B2,POI1979469,PEAK FITNESS, ,95 LEWES BLVD, ,WHITEHORSE,WHITEHORSE,YT,Y1A3J4, ,867-668-4628,867-668-4640, , ,ADD944373, ,59410000,56110000,79910000,72990000,82990000,00000000,45111,44811,71394,812199,611519,59,G,-135.028618,60.703822,1,2, , , ,651.023,25,6,-135.02861800032,60.7038220001852
1603,802322FB-AC03-4A1D-9550-16CB4289C4B9,POI1979475,CANADIAN FREIGHTWAYS PARCEL EXPRESS, ,2176 2 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1C7, ,867-668-8140, , , ,ADD950867, ,42150000,00000000,00000000,00000000,00000000,00000000,49211,49221,00000,00000,00000,42,E,-135.056794,60.724638,1,2, , , ,640.018,25,6,-135.056794000143,60.724637999644
1604,1A4CA2D3-583F-4FBB-A1DE-13EC570822FD,POI1979477,PIZZA HUT, ,2220 2 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1C8, ,867-667-6766, , ,http://www.pizzahut.ca, , ,58120000,00000000,00000000,00000000,00000000,00000000,72211,53311,00000,00000,00000,58,G,-135.059313,60.727968,1,2, , , ,640.018,25,6,-135.059313000295,60.727968000323
1605,67F32A43-8608-45D1-8E98-1B8F38695C4E,POI1979480,TIM HORTONS DONUTS, ,2210 2 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1C8, ,867-668-7788, , ,http://www.timhortons.com, , ,58120000,54610000,00000000,00000000,00000000,00000000,722213,72211,445291,311811,722211,58,G,-135.058886,60.727457,1,2, , , ,640.006,25,6,-135.058886000389,60.7274570001405
1606,3AF1999B-FBB2-43F0-961B-30DDB842FF21,POI1979481,FOUNTAIN TIRE, ,2283 2 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1C9, ,867-668-6171,867-668-4228,800-222-6481,http://www.fountaintire.com,ADD853964, ,75380000,37140000,55310000,75390000,55410000,00000000,811111,44132,00000,00000,00000,75,I,-135.066896,60.72909,1,2, , , ,640.01,25,6,-135.06689600015,60.7290899999036
1607,C91FFCB7-8DEB-45BF-A9ED-B3AA4A4DD8DF,POI1979486,YUKON EMPLOYEES UNION, ,2285 2 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1C9, ,867-667-2331,867-667-6521,888-938-2331,http://www.yeu.ca,ADD965417, ,86310000,00000000,00000000,00000000,00000000,00000000,81393,00000,00000,00000,00000,86,I,-135.067531,60.728838,1,2, , , ,640.014,25,6,-135.067530999756,60.7288379999738
1608,FE6EB146-8DB2-4CFF-B2A6-9238710DF9F0,POI1979488,UNITECH SOUND & LIGHTING INC, ,2289 2 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1C9, ,867-667-6500,867-667-6088, , , , ,78410000,65120000,57360000,51990000,76990000,00000000,53223,53112,45114,51223,81149,78,I,-135.068186,60.7288,1,2, , , ,640.018,25,6,-135.068186000284,60.72880000002
1609,913814DA-3C6E-45A6-8E05-A91B8A072268,POI1979493,BDO DUNWOODY LLP, ,3059 3 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1E2, ,867-667-7907,867-668-3087, , ,ADD952753, ,62820000,72910000,81110000,87210000,00000000,00000000,541219,00000,00000,00000,00000,62,H,-135.050813,60.715344,1,2, , , ,640.01,25,6,-135.05081300042,60.7153440000257
1610,30179FC7-FDBC-4EAA-87ED-56BE2391B038,POI1979504,SKOOKUM JIM FRIENDSHIP CENTRE, ,3159 3 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1G1, ,867-633-7680,867-668-4460, , , , ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-135.05663,60.722921,1,2, , , ,640.002,25,6,-135.056629999775,60.7229209996045
1611,0E17EB4D-57CD-48C3-9D49-700866892F1E,POI1979508,QUALITA CLEANERS - LAUNDRY, ,3161 3 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1G4, ,867-667-7318, , , ,ADD973791, ,56990000,72120000,72160000,72110000,50490000,00000000,44819,81232,42149,332618,00000,56,G,-135.057045,60.723451,1,2, , , ,640.011,25,6,-135.057045000027,60.7234509997639
1612,231D47DD-0CCC-43D4-96CE-FAC1B964E787,POI1979514,WHITEHORSE WHOLESALE AUTO CENTRE LTD, ,4 FRASER RD, ,WHITEHORSE,WHITEHORSE,YT,Y1A5S8, ,867-668-5559,867-668-5732, , , , ,55310000,32110000,55210000,75150000,75320000,00000000,44132,327211,44112,532112,811121,55,G,-134.999578,60.641663,1,2, , , ,719.456,25,6,-134.999578000225,60.6416629998476
1613,5606D422-02EA-4C3D-B678-162F962CC53D,POI1979518,GOLDEN AGE SOCIETY, ,4061 4 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1H1, ,867-668-5538, , , ,ADD1237343, ,83220000,00000000,00000000,00000000,00000000,00000000,62412,00000,00000,00000,00000,83,I,-135.0530439,60.7150251,5,2, , , ,640,50,6,-135.05304394772,60.7150250743478
1614,DFF829AD-30A6-4CDD-AF77-FB1DD40A5CB6,POI1979520,YUKON COUNCIL ON AGING - SENIORS' INFORMATION CENTRE, ,4061 4 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1H1, ,867-668-3383,867-668-6745,866-582-9707, ,ADD1237343, ,83220000,86410000,00000000,00000000,00000000,00000000,62412,81341,00000,00000,00000,83,I,-135.0530439,60.7150251,5,2, , , ,640,50,6,-135.05304394772,60.7150250743478
